org,repo,url,number,author,created_at,merged_at,changed_files,commits,additions,deletions,reviews,time_of_first_review,reviewers,hours_open,hours_to_first_review,minutes_to_first_review
tumblr,colossus,https://github.com/tumblr/colossus/pull/257,257,DanSimon,2015-09-14T18:12:09Z,2015-09-15T21:04:55Z,2,1,36,2,0,,,26.88,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/258,258,nsauro,2015-09-14T18:48:21Z,2015-09-18T14:22:26Z,10,5,301,180,0,,,91.57,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/259,259,dangermike,2015-09-21T22:08:08Z,2015-09-22T18:26:29Z,3,2,102,7,0,,,20.31,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/261,261,benblack86,2015-09-22T18:36:23Z,2015-09-22T19:37:06Z,1,1,1,1,0,,,1.01,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/269,269,benblack86,2015-10-15T16:29:21Z,2015-10-19T15:19:30Z,1,1,8,32,0,,,94.84,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/270,270,benblack86,2015-10-15T21:15:20Z,2015-10-19T22:28:41Z,1,2,17,13,0,,,97.22,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/271,271,amotamed,2015-10-19T15:04:52Z,2015-10-19T17:05:49Z,2,2,16,9,0,,,2.02,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/275,275,DanSimon,2015-10-20T20:09:34Z,2015-10-21T00:04:13Z,3,1,28,13,0,,,3.91,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/277,277,aliyakamercan,2015-10-26T16:54:32Z,2015-11-11T15:28:11Z,7,2,61,182,0,,,382.56,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/281,281,DanSimon,2015-11-06T19:17:23Z,2015-11-11T15:28:21Z,2,2,45,7,0,,,116.18,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/282,282,DanSimon,2015-11-10T16:51:10Z,2015-11-11T15:27:49Z,2,1,40,1,0,,,22.61,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/283,283,dangermike,2015-11-11T15:47:46Z,2015-11-16T18:16:06Z,5,6,192,42,0,,,122.47,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/285,285,dangermike,2015-11-16T20:28:46Z,2015-11-17T03:32:40Z,1,1,1,1,0,,,7.07,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/286,286,DanSimon,2015-11-16T21:56:16Z,2015-11-17T16:37:27Z,2,1,13,1,0,,,18.69,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/287,287,dangermike,2015-11-17T15:38:37Z,2015-11-17T16:31:25Z,1,1,4,4,0,,,0.88,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/289,289,dangermike,2015-12-04T15:04:27Z,2015-12-15T18:15:33Z,3,1,6,6,0,,,267.19,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/291,291,benblack86,2015-12-08T16:42:07Z,2015-12-15T18:15:07Z,1,1,8,8,0,,,169.55,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/293,293,DanSimon,2015-12-14T22:44:55Z,2016-01-08T15:51:01Z,3,2,58,2,0,,,593.1,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/294,294,DanSimon,2016-01-04T16:40:43Z,2016-01-19T15:50:24Z,27,26,883,778,0,,,359.16,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/295,295,DanSimon,2016-01-08T19:22:17Z,2016-01-11T18:01:21Z,2,2,97,33,0,,,70.65,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/297,297,DanSimon,2016-01-12T22:57:35Z,2016-01-13T20:43:16Z,31,13,411,1801,0,,,21.76,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/303,303,DanSimon,2016-01-29T22:21:57Z,2016-02-12T23:26:37Z,45,18,982,829,0,,,337.08,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/306,306,benblack86,2016-02-10T23:05:19Z,2016-02-12T16:04:27Z,1,1,2,2,0,,,40.99,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/307,307,aliyakamercan,2016-02-12T17:04:29Z,2016-02-19T16:21:54Z,2,2,8,97,0,,,167.29,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/308,308,DanSimon,2016-02-12T23:30:18Z,2016-02-14T06:53:40Z,8,5,57,59,0,,,31.39,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/310,310,benblack86,2016-02-18T20:53:40Z,2016-02-19T16:23:19Z,2,1,34,13,0,,,19.49,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/311,311,DanSimon,2016-02-19T05:22:41Z,2016-02-23T15:18:27Z,51,20,1071,898,0,,,105.93,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/313,313,DanSimon,2016-02-21T08:14:31Z,2016-02-22T22:55:56Z,6,3,424,1,0,,,38.69,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/314,314,DanSimon,2016-02-22T15:50:01Z,2016-02-23T15:17:33Z,4,6,31,11,0,,,23.46,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/315,315,DanSimon,2016-02-22T16:09:09Z,2016-02-22T17:58:31Z,3,3,2,54,0,,,1.82,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/316,316,DanSimon,2016-02-22T18:40:12Z,2016-02-22T22:55:20Z,23,3,92,106,0,,,4.25,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/317,317,DanSimon,2016-02-22T20:49:51Z,2016-02-22T22:37:52Z,18,1,55,90,0,,,1.8,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/318,318,DanSimon,2016-02-23T20:52:56Z,2016-02-23T21:41:01Z,7,1,22,7,0,,,0.8,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/319,319,DanSimon,2016-02-25T15:49:10Z,2016-02-25T19:10:37Z,12,2,30,25,0,,,3.36,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/321,321,DanSimon,2016-02-25T22:23:06Z,2016-02-25T22:39:25Z,1,1,7,7,0,,,0.27,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/322,322,DanSimon,2016-02-28T21:35:52Z,2016-03-01T17:57:48Z,34,12,534,432,0,,,44.37,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/325,325,DanSimon,2016-03-02T21:57:00Z,2016-03-03T17:00:11Z,2,1,31,6,0,,,19.05,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/326,326,DanSimon,2016-03-04T04:16:09Z,2016-03-07T16:05:30Z,2,1,13,3,0,,,83.82,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/327,327,DanSimon,2016-03-04T04:19:24Z,2016-03-07T15:54:43Z,1,3,34,32,0,,,83.59,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/328,328,DanSimon,2016-03-06T21:11:21Z,2016-03-09T15:33:49Z,16,10,337,287,0,,,66.37,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/333,333,DanSimon,2016-03-08T22:20:31Z,2016-03-09T15:34:10Z,2,1,6,1,0,,,17.23,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/334,334,DanSimon,2016-03-09T20:58:10Z,2016-03-14T16:00:44Z,11,4,239,227,0,,,115.04,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/335,335,DanSimon,2016-03-09T21:04:13Z,2016-03-14T16:00:25Z,3,3,137,243,0,,,114.94,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/336,336,DanSimon,2016-03-10T19:24:52Z,2016-03-14T15:59:55Z,7,3,76,24,0,,,92.58,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/337,337,DanSimon,2016-03-13T15:03:52Z,2016-03-14T16:00:11Z,21,10,301,345,0,,,24.94,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/339,339,DanSimon,2016-03-17T19:07:11Z,2016-03-28T17:09:30Z,2,1,5,5,0,,,262.04,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/340,340,nsauro,2016-03-17T20:51:34Z,2016-03-24T14:32:03Z,14,10,835,81,0,,,161.67,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/341,341,nsauro,2016-03-18T19:02:04Z,2016-03-24T14:24:40Z,10,2,301,40,0,,,139.38,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/342,342,DanSimon,2016-03-23T22:11:57Z,2016-03-28T17:09:10Z,16,3,576,273,0,,,114.95,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/343,343,DanSimon,2016-03-28T17:24:34Z,2016-03-31T17:17:06Z,29,8,1079,871,0,,,71.88,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/344,344,DanSimon,2016-03-29T21:40:42Z,2016-03-31T17:06:49Z,20,6,259,228,0,,,43.44,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/345,345,aliyakamercan,2016-03-30T14:46:17Z,2016-03-31T14:53:40Z,23,2,106,156,0,,,24.12,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/347,347,nsauro,2016-03-30T19:29:56Z,2016-03-31T17:04:23Z,13,1,182,104,0,,,21.57,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/348,348,nsauro,2016-03-31T18:10:22Z,2016-03-31T18:42:36Z,25,16,1086,152,0,,,0.54,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/351,351,DanSimon,2016-03-31T22:33:25Z,2016-04-01T03:17:20Z,4,1,39,24,0,,,4.73,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/354,354,DanSimon,2016-04-01T20:16:01Z,2016-04-04T14:20:33Z,5,1,23,25,0,,,66.08,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/355,355,DanSimon,2016-04-04T20:15:58Z,2016-04-11T17:37:15Z,10,2,132,20,0,,,165.35,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/356,356,nsauro,2016-04-05T15:40:52Z,2016-04-06T15:14:48Z,9,3,326,315,0,,,23.57,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/357,357,aliyakamercan,2016-04-05T18:22:38Z,2016-04-07T18:06:04Z,14,6,132,76,0,,,47.72,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/358,358,DanSimon,2016-04-05T20:00:45Z,2016-04-07T04:04:06Z,26,6,157,126,0,,,32.06,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/362,362,DanSimon,2016-04-07T15:20:40Z,2016-04-11T17:39:16Z,6,1,55,14,0,,,98.31,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/363,363,aliyakamercan,2016-04-07T21:50:22Z,2016-04-08T18:18:22Z,8,1,22,24,0,,,20.47,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/365,365,aliyakamercan,2016-04-08T17:24:14Z,2016-04-11T15:48:21Z,3,1,11,7,0,,,70.4,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/366,366,DanSimon,2016-04-11T15:47:02Z,2016-04-12T14:54:20Z,12,5,369,70,0,,,23.12,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/367,367,DanSimon,2016-04-11T18:58:30Z,2016-04-12T14:59:00Z,4,3,134,48,0,,,20.01,0,0
tumblr,colossus,https://github.com/tumblr/colossus/pull/368,368,nsauro,2016-04-12T13:39:36Z,2016-04-13T22:02:39Z,17,4,202,79,0,,,32.38,0,0
