org,repo,url,number,author,created_at,merged_at,changed_files,commits,additions,deletions,reviews,time_of_first_review,reviewers,hours_open,hours_to_first_review,minutes_to_first_review
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/304",304,"laura-rodriguez","2019-01-14T21:40:53Z","2019-01-14T22:08:01Z",1,2,1,1,2,"2019-01-14T22:06:31Z",[["vijetmahabaleshwar-okta","robertjd"]],0.45,0.43,25.63
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/305",305,"laura-rodriguez","2019-01-14T22:07:20Z","2019-01-14T22:31:30Z",1,2,1,1,1,"2019-01-14T22:27:42Z",[["bdemers"]],0.4,0.34,20.37
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/310",310,"OkGoDoIt","2019-03-18T17:59:54Z","2019-03-19T17:18:34Z",3,3,15,14,1,"2019-03-19T17:11:00Z",[["laura-rodriguez"]],23.31,23.19,1391.1
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/311",311,"OkGoDoIt","2019-03-19T17:56:21Z","2019-03-20T20:11:57Z",1,1,3,2,1,"2019-03-20T19:46:37Z",[["laura-rodriguez"]],26.26,25.84,1550.27
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/312",312,"laura-rodriguez","2019-03-22T15:25:23Z","2019-03-22T15:38:49Z",1,1,1,1,1,"2019-03-22T15:36:34Z",[["nbarbettini"]],0.22,0.19,11.18
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/313",313,"vijetmahabaleshwar-okta","2019-04-18T20:47:30Z","2019-04-19T15:22:01Z",1,1,4,2,1,"2019-04-18T22:43:52Z",[["laura-rodriguez"]],18.58,1.94,116.37
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/315",315,"OkGoDoIt","2019-04-24T00:24:18Z","2019-04-29T17:18:20Z",1,2,5,4,1,"2019-04-24T17:30:17Z",[["laura-rodriguez"]],136.9,17.1,1025.98
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/317",317,"laura-rodriguez","2019-05-15T20:08:37Z","2019-05-21T14:57:02Z",1,3,43,1,3,"2019-05-15T20:54:00Z",[["vijetmahabaleshwar-okta","laura-rodriguez","bdemers"]],138.81,0.76,45.38
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/318",318,"laura-rodriguez","2019-05-16T20:04:38Z","2019-05-21T15:10:39Z",4,2,11,6,1,"2019-05-21T14:51:08Z",[["bdemers"]],115.1,114.78,6886.5
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/320",320,"laura-rodriguez","2019-05-28T20:45:45Z","2019-05-31T15:31:10Z",2,3,156,31,1,"2019-05-29T21:08:08Z",[["bdemers"]],66.76,24.37,1462.38
