org,repo,url,number,author,created_at,merged_at,base_branch,head_branch,changed_files,commits,additions,deletions,reviews,time_of_1st_review,reviewers,hrs_open,hrs_to_1st_review,mins_to_1st_review
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/196",196,"bdemers","2018-06-13T18:09:30Z","2018-06-14T15:37:09Z","master","bump-v-1.2",9,1,16,16,1,"2018-06-14T15:24:57Z","bretterer",21.46,21.26,1275.45
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/197",197,"bdemers","2018-06-15T22:43:22Z","2018-06-29T14:38:33Z","master","429-retry",19,10,821,162,4,"2018-06-28T21:16:38Z","robertjd,bdemers",327.92,310.55,18633.27
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/198",198,"vijetmahabaleshwar-okta","2018-06-19T21:19:11Z","2018-06-19T22:16:47Z","master","vm-disable-group",1,1,1,1,1,"2018-06-19T22:14:15Z","jmelberg-okta",0.96,0.92,55.07
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/201",201,"bdemers","2018-07-03T14:49:27Z","2018-07-06T21:44:07Z","master","readme-examples",4,5,525,108,3,"2018-07-06T00:31:40Z","nbarbettini,bdemers",78.91,57.7,3462.22
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/202",202,"bdemers","2018-07-10T16:56:20Z","2018-07-20T13:27:56Z","master","migration-in-readme",1,2,2,2,1,"2018-07-19T22:21:42Z","nbarbettini",236.53,221.42,13285.37
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/204",204,"mfulgo","2018-07-17T16:31:56Z","2018-07-17T16:44:05Z","master","patch-1",1,1,4,4,0,"","",0.2,0,0
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/205",205,"bdemers","2018-07-20T14:50:26Z","2018-09-04T21:00:09Z","master","belt-suspenders-timeout",2,1,38,4,4,"2018-07-21T00:07:47Z","nbarbettini,bdemers,bretterer",1110.16,9.29,557.35
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/206",206,"bdemers","2018-07-20T14:56:51Z","2018-07-23T18:34:01Z","master","bdemers-patch-1",1,1,3,3,1,"2018-07-23T14:29:24Z","laura-rodriguez",75.62,71.54,4292.55
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/208",208,"vijetmahabaleshwar-okta","2018-07-24T21:30:58Z","2018-07-25T21:09:40Z","master","vm-slack-notifications",1,1,16,12,3,"2018-07-24T21:46:44Z","bdemers,vijetmahabaleshwar-okta",23.65,0.26,15.77
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/217",217,"bdemers","2018-09-04T18:17:14Z","2018-09-10T14:29:29Z","master","fix-flakey-its",2,1,9,4,1,"2018-09-07T13:50:35Z","robertjd",140.2,67.56,4053.35
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/218",218,"bdemers","2018-09-04T18:18:38Z","2018-09-10T19:56:46Z","master","discrim-pretty-print",1,1,6,1,1,"2018-09-10T15:58:35Z","robertjd",145.64,141.67,8499.95
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/222",222,"bdemers","2018-09-18T13:59:36Z","2018-09-21T20:37:21Z","master","copy-pasta",10,1,104,10,1,"2018-09-21T17:58:58Z","bretterer",78.63,75.99,4559.37
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/223",223,"bdemers","2018-09-18T15:34:25Z","2018-09-19T14:24:13Z","master","unique-it-names",4,1,41,54,3,"2018-09-18T19:20:42Z","vijetmahabaleshwar-okta,bdemers",22.83,3.77,226.28
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/224",224,"bdemers","2018-09-21T22:19:24Z","2018-09-24T13:54:13Z","master","non-tls-for-testing",6,2,38,11,3,"2018-09-21T22:26:28Z","vijetmahabaleshwar-okta,bdemers",63.58,0.12,7.07
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/225",225,"bdemers","2018-09-24T17:56:06Z","2018-09-25T16:27:38Z","master","it-resource-names",1,1,10,13,1,"2018-09-25T15:09:25Z","vijetmahabaleshwar-okta",22.53,21.22,1273.32
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/227",227,"bdemers","2018-09-26T19:15:02Z","2018-09-28T14:22:23Z","master","prep-1.3.0-release",15,5,82,91,1,"2018-09-27T18:47:12Z","jmelberg-okta",43.12,23.54,1412.17
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/229",229,"bdemers","2018-10-09T19:41:14Z","2019-01-15T15:59:48Z","master","add-okHttp-client",26,9,1539,723,1,"2019-01-15T15:18:47Z","bretterer",2348.31,2347.63,140857.55
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/231",231,"bdemers","2018-11-16T19:50:52Z","2018-11-28T14:33:52Z","master","commons-lang",85,1,154,107,1,"2018-11-20T16:00:06Z","laura-rodriguez",282.72,92.15,5529.23
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/235",235,"bdemers","2018-11-28T15:31:56Z","2018-11-30T15:11:48Z","master","update-guava",2,1,12,11,1,"2018-11-28T15:56:09Z","bretterer",47.66,0.4,24.22
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/236",236,"bdemers","2018-11-28T15:39:37Z","2019-01-07T17:10:46Z","master","logs-to-readme",2,1,21,1,1,"2019-01-07T16:30:40Z","bretterer",961.52,960.85,57651.05
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/238",238,"bdemers","2018-11-29T18:37:06Z","2018-11-30T16:46:16Z","master","issue-237",3,3,30,7,1,"2018-11-30T16:35:25Z","bretterer",22.15,21.97,1318.32
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/240",240,"bdemers","2018-12-10T18:26:28Z","2018-12-10T19:05:34Z","master","okta-commons-1-1",1,1,1,1,1,"2018-12-10T18:30:51Z","vijetmahabaleshwar-okta",0.65,0.07,4.38
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/242",242,"bdemers","2018-12-19T20:35:08Z","2018-12-20T21:17:07Z","master","owasp-dep-updates",4,1,21,3,1,"2018-12-20T19:48:06Z","vijetmahabaleshwar-okta",24.7,23.22,1392.97
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/243",243,"bdemers","2018-12-21T15:55:26Z","2018-12-21T20:55:54Z","master","remove-yaml-discriminator",2,1,27,20,1,"2018-12-21T20:52:21Z","bretterer",5.01,4.95,296.92
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/244",244,"bdemers","2019-01-02T15:56:54Z","2019-01-02T16:38:19Z","master","json-patch-cve-false-positive",1,1,11,0,1,"2019-01-02T16:32:28Z","bretterer",0.69,0.59,35.57
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/245",245,"bdemers","2019-01-03T16:43:19Z","2019-01-14T20:38:56Z","master","yaml-optional",4,1,38,31,1,"2019-01-14T20:29:51Z","bretterer",267.93,267.78,16066.53
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/246",246,"bdemers","2019-01-08T19:29:32Z","2019-01-08T22:05:23Z","master","update-version-1-4",9,1,17,17,1,"2019-01-08T20:33:21Z","bretterer",2.6,1.06,63.82
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/247",247,"bdemers","2019-01-08T19:39:03Z","2019-01-08T22:05:59Z","master","sort-gen-methods",1,1,10,0,1,"2019-01-08T20:33:58Z","bretterer",2.45,0.92,54.92
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/248",248,"igormartsekha","2019-01-10T22:16:20Z","2019-01-14T20:49:33Z","add-okHttp-client","remove-ZoneDateTime",2,1,2,32,1,"2019-01-10T22:19:52Z","bdemers",94.55,0.06,3.53
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/251",251,"bdemers","2019-01-14T23:06:41Z","2019-01-15T16:00:36Z","master","expose-props",10,1,183,179,1,"2019-01-15T14:51:37Z","bretterer",16.9,15.75,944.93
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/252",252,"bdemers","2019-01-15T16:43:03Z","2019-01-15T19:46:44Z","master","add-class-templates",6,1,177,2,1,"2019-01-15T16:54:46Z","bretterer",3.06,0.2,11.72
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/253",253,"bdemers","2019-01-15T19:47:21Z","2019-01-15T20:17:13Z","master","json-to-yaml",1,1,4539,6886,3,"2019-01-15T19:48:56Z","vijetmahabaleshwar-okta,laura-rodriguez",0.5,0.03,1.58
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/254",254,"bdemers","2019-01-15T22:18:09Z","2019-01-17T14:22:32Z","master","add-policies",6,3,3147,1648,7,"2019-01-16T14:51:38Z","laura-rodriguez,bdemers",40.07,16.56,993.48
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/255",255,"bdemers","2019-01-18T14:55:40Z","2019-01-18T17:41:11Z","master","update-parent-10",1,1,1,1,1,"2019-01-18T17:39:23Z","bretterer",2.76,2.73,163.72
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/257",257,"bdemers","2019-01-24T20:09:24Z","2019-01-24T22:30:29Z","master","update-jackson",1,1,1,1,1,"2019-01-24T20:10:59Z","swiftone",2.35,0.03,1.58
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/260",260,"bdemers","2019-02-05T18:19:27Z","2019-02-06T17:17:43Z","master","support-jdk-11",10,4,124,9,1,"2019-02-06T15:22:49Z","bretterer",22.97,21.06,1263.37
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/261",261,"bdemers","2019-02-11T23:45:06Z","2019-02-12T14:20:49Z","master","owasp-false-positive",1,1,7,0,2,"2019-02-12T00:04:55Z","mraible,wje600",14.6,0.33,19.82
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/263",263,"bdemers","2019-02-13T21:05:52Z","2019-02-19T21:31:22Z","master","owasp-false-prossing",1,1,7,0,1,"2019-02-19T15:53:04Z","bretterer",144.43,138.79,8327.2
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/266",266,"bdemers","2019-02-27T21:12:18Z","2019-03-01T15:10:35Z","master","issue-256",2,1,65,43,1,"2019-02-28T12:57:46Z","bretterer",41.97,15.76,945.47
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/267",267,"bdemers","2019-02-27T22:36:57Z","2019-03-05T17:29:22Z","master","update-retry-logic",2,3,54,21,1,"2019-03-04T14:40:51Z","bretterer",138.87,112.07,6723.9
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/268",268,"bdemers","2019-02-28T21:37:44Z","2019-03-05T17:34:39Z","master","its-update-user-schema",1,1,38,0,1,"2019-03-05T17:34:02Z","vijetmahabaleshwar-okta",115.95,115.94,6956.3
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/270",270,"bdemers","2019-03-01T15:13:57Z","2019-03-05T17:28:47Z","master","userBuilder-nextLogin",3,1,64,1,1,"2019-03-04T14:41:24Z","bretterer",98.25,71.46,4287.45
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/271",271,"bdemers","2019-03-05T20:09:41Z","2019-03-11T14:28:20Z","master","bdemers-patch-1",1,1,1,0,1,"2019-03-11T13:58:39Z","bretterer",138.31,137.82,8268.97
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/272",272,"bdemers","2019-03-08T17:44:00Z","2019-03-12T20:54:21Z","master","header-support",18,5,222,41,2,"2019-03-12T20:44:06Z","bretterer,bdemers",99.17,99,5940.1
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/273",273,"igormartsekha","2019-03-19T15:15:45Z","2019-03-19T21:39:09Z","master","fix-charset-issue-for-android-api23-and-lower",1,1,1,1,1,"2019-03-19T15:17:16Z","bdemers",6.39,0.03,1.52
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/274",274,"bdemers","2019-03-21T20:24:26Z","2019-03-21T21:38:05Z","master","retry-edge-case",4,1,17,2,2,"2019-03-21T20:25:17Z","bdemers,bretterer",1.23,0.01,0.85
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/275",275,"bdemers","2019-03-28T05:05:14Z","2019-03-28T20:41:57Z","master","retry-sockets",6,5,325,36,8,"2019-03-28T14:02:00Z","laura-rodriguez,iancorcoran-okta,bdemers",15.61,8.95,536.77
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/278",278,"bdemers","2019-04-10T17:14:27Z","2019-04-12T14:03:00Z","master","retire-00x",1,1,1,1,1,"2019-04-12T13:50:01Z","bretterer",44.81,44.59,2675.57
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/279",279,"bdemers","2019-04-16T20:03:22Z","2019-05-02T21:27:15Z","master","auto-service",14,1,113,7,1,"2019-04-17T19:01:00Z","bretterer",385.4,22.96,1377.63
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/282",282,"vijetmahabaleshwar-okta","2019-05-06T19:03:21Z","2019-05-15T01:10:10Z","master","vm-update-twilio-number",1,1,1,1,1,"2019-05-06T19:06:10Z","bdemers",198.11,0.05,2.82
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/283",283,"bdemers","2019-05-16T15:34:11Z","2019-05-16T15:56:19Z","master","owasp-okhttp",1,1,8,0,1,"2019-05-16T15:42:08Z","vijetmahabaleshwar-okta",0.37,0.13,7.95
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/284",284,"bdemers","2019-05-23T19:25:23Z","2019-05-24T20:03:25Z","master","jackson-299",1,1,1,1,1,"2019-05-23T20:00:59Z","bretterer",24.63,0.59,35.6
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/286",286,"bdemers","2019-06-10T15:24:03Z","2019-06-12T19:46:39Z","master","case-insenstive-x-headers",2,1,8,1,1,"2019-06-12T19:21:04Z","bretterer",52.38,51.95,3117.02
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/287",287,"bdemers","2019-06-10T16:59:45Z","2019-06-12T19:46:18Z","master","reuse-page-when-single",2,1,66,5,2,"2019-06-12T19:21:26Z","bretterer,iancorcoran-okta",50.78,50.36,3021.68
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/288",288,"bdemers","2019-06-10T20:38:11Z","2019-06-13T17:18:55Z","master","user-builder-import-password",5,3,247,15,2,"2019-06-12T20:47:36Z","iancorcoran-okta",68.68,48.16,2889.42
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/289",289,"bdemers","2019-06-11T20:05:54Z","2019-06-12T15:29:05Z","master","openapi-110",7,2,188,42,9,"2019-06-12T14:11:41Z","laura-rodriguez,bdemers",19.39,18.1,1085.78
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/290",290,"bdemers","2019-06-13T17:04:06Z","2019-06-13T18:53:04Z","master","policy-priority",1,1,2,1,1,"2019-06-13T17:04:45Z","vijetmahabaleshwar-okta",1.82,0.01,0.65
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/291",291,"bdemers","2019-06-20T19:10:35Z","2019-06-20T20:19:14Z","master","1dot6",10,1,20,20,1,"2019-06-20T19:14:39Z","bretterer",1.14,0.07,4.07
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/292",292,"bdemers","2019-06-20T20:22:09Z","2019-06-25T14:43:57Z","master","multiple-versions",5,2,95,32,1,"2019-06-25T14:34:39Z","bretterer",114.36,114.21,6852.5
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/294",294,"bdemers","2019-06-28T16:06:29Z","2020-05-01T18:25:31Z","master","fix-impl-description",1,1,4,1,1,"2020-05-01T17:36:32Z","arvindkrishnakumar-okta",7394.32,7393.5,443610.05
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/295",295,"bdemers","2019-07-01T17:20:06Z","2019-07-08T14:36:33Z","master","update-spec-1-11",17,1,194,89,1,"2019-07-08T14:12:43Z","bretterer",165.27,164.88,9892.62
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/298",298,"bdemers","2019-07-10T14:32:17Z","2019-07-10T19:24:18Z","master","add-headers-to-request-builder",3,1,135,21,1,"2019-07-10T17:32:55Z","laura-rodriguez",4.87,3.01,180.63
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/299",299,"bdemers","2019-07-10T15:57:58Z","2019-07-24T14:12:15Z","master","extract-http",101,4,374,7972,5,"2019-07-19T23:19:41Z","iancorcoran-okta,bdemers",334.24,223.36,13401.72
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/300",300,"bdemers","2019-07-10T20:27:12Z","2019-07-23T16:46:01Z","master","caching-readme",3,2,77,8,4,"2019-07-18T19:22:23Z","swiftone,vijetmahabaleshwar-okta,bdemers",308.31,190.92,11455.18
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/301",301,"davidmortiz","2019-07-16T15:57:49Z","2019-07-30T14:13:32Z","master","support_importing_sha1_hashed_passwords",3,1,43,0,1,"2019-07-30T14:13:25Z","bdemers",334.26,334.26,20055.6
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/302",302,"bdemers","2019-07-17T15:44:22Z","2019-07-18T18:45:02Z","master","update-jackson-2991",2,1,21,23,1,"2019-07-18T18:35:02Z","vijetmahabaleshwar-okta",27.01,26.84,1610.67
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/305",305,"bdemers","2019-07-25T18:13:52Z","2019-07-25T19:12:08Z","master","update-commons",2,1,5,6,0,"","",0.97,0,0
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/306",306,"bdemers","2019-07-30T14:35:42Z","2019-07-30T17:02:11Z","master","switch-to-openjdk8",1,1,2,2,1,"2019-07-30T14:44:27Z","swiftone",2.44,0.15,8.75
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/308",308,"bdemers","2019-08-02T05:08:35Z","2019-08-02T12:27:39Z","1.5.x","retry-debug",2,2,8,2,1,"2019-08-02T05:16:38Z","IldarAbdullin-okta",7.32,0.13,8.05
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/309",309,"bdemers","2019-08-02T15:19:36Z","2019-08-02T15:44:45Z","1.5.x","fix-retry-no-max-elapsed",2,1,32,1,2,"2019-08-02T15:21:08Z","bretterer,laura-rodriguez",0.42,0.03,1.53
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/310",310,"bdemers","2019-08-08T17:16:21Z","2019-08-14T19:34:57Z","master","jackson-2993",1,1,2,2,1,"2019-08-12T21:17:18Z","vijetmahabaleshwar-okta",146.31,100.02,6000.95
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/316",316,"bdemers","2019-09-04T14:56:24Z","2019-09-04T16:31:40Z","master","gradle-false",1,1,2,1,1,"2019-09-04T16:31:27Z","vijetmahabaleshwar-okta",1.59,1.58,95.05
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/317",317,"bdemers","2019-09-04T20:13:05Z","2019-09-04T20:37:58Z","master","update-commons-version",2,1,2,2,1,"2019-09-04T20:35:26Z","vijetmahabaleshwar-okta",0.41,0.37,22.35
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/320",320,"vijetmahabaleshwar-okta","2019-09-18T21:24:56Z","2019-09-18T21:54:31Z","master","vm-fix-flaky-test",3,1,21,21,1,"2019-09-18T21:44:53Z","bdemers",0.49,0.33,19.95
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/325",325,"bdemers","2019-10-14T19:08:02Z","2019-10-14T20:26:53Z","master","jackson-2_10",1,1,1,7,1,"2019-10-14T20:26:35Z","vijetmahabaleshwar-okta",1.31,1.31,78.55
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/329",329,"bdemers","2019-11-07T23:36:23Z","2019-11-08T17:51:07Z","master","versions-bump",11,2,100,41,2,"2019-11-08T17:36:08Z","vijetmahabaleshwar-okta",18.25,18,1079.75
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/337",337,"andyxtran","2020-01-10T18:53:17Z","2020-01-15T14:33:32Z","master","fix-readme-typo",1,1,1,1,1,"2020-01-10T19:03:18Z","mraible",115.67,0.17,10.02
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/342",342,"vijetmahabaleshwar-okta","2020-02-19T04:28:37Z","2020-02-19T22:07:42Z","master","vm-update-test",2,1,5,4,5,"2020-02-19T14:56:29Z","bdemers,vijetmahabaleshwar-okta,swiftone,laurarodriguez-okta",17.65,10.46,627.87
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/348",348,"vijetmahabaleshwar-okta","2020-03-07T00:33:33Z","2020-03-07T00:49:59Z","master","vm-fix-test",1,1,1,1,1,"2020-03-07T00:49:29Z","arvindkrishnakumar-okta",0.27,0.27,15.93
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/354",354,"arvindkrishnakumar-okta","2020-04-02T06:59:01Z","2020-04-30T03:56:08Z","master","feature_add_oauth2_support",28,66,1744,46,412,"2020-04-02T07:17:18Z","arvindkrishnakumar-okta,bdemers,vijetmahabaleshwar-okta,bretterer,laura-rodriguez",668.95,0.3,18.28
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/355",355,"J-Dev-A","2020-04-02T10:39:16Z","2020-06-30T17:55:00Z","master","feature/PolicyBuilder",27,27,2305,254,18,"2020-04-02T14:08:20Z","bdemers,J-Dev-A,arvindkrishnakumar-okta",2143.26,3.48,209.07
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/357",357,"bdemers","2020-04-06T15:45:54Z","2020-05-01T21:59:54Z","master","client-builder-doc",1,1,3,3,1,"2020-04-27T21:02:37Z","arvindkrishnakumar-okta",606.23,509.28,30556.72
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/360",360,"J-Dev-A","2020-04-15T12:31:55Z","2020-06-30T18:51:29Z","master","feature/ApplicationBuilders",7,16,814,0,0,"","",1830.33,0,0
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/361",361,"vijetmahabaleshwar-okta","2020-04-16T22:13:07Z","2020-04-17T00:57:06Z","master","vm-slack-alerts-for-master",1,1,1,0,1,"2020-04-17T00:55:53Z","arvindkrishnakumar-okta",2.73,2.71,162.77
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/366",366,"arvindkrishnakumar-okta","2020-04-29T16:58:15Z","2020-05-01T23:44:37Z","master","feature/update_readme_with_oauth2_notes",2,2,59,2,1,"2020-04-29T18:45:13Z","laura-rodriguez",54.77,1.78,106.97
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/369",369,"bdemers","2020-04-30T22:15:17Z","2020-05-01T18:42:39Z","master","okta-commons-123",1,1,1,1,0,"","",20.46,0,0
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/372",372,"bdemers","2020-05-01T21:18:03Z","2020-05-01T21:34:49Z","master","disable-retireJS",1,1,8,0,1,"2020-05-01T21:19:22Z","arvindkrishnakumar-okta",0.28,0.02,1.32
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/373",373,"vijetmahabaleshwar-okta","2020-05-03T05:49:46Z","2020-05-03T16:53:20Z","master","vm-group-rule-update-fix",1,1,1,1,1,"2020-05-03T16:06:33Z","arvindkrishnakumar-okta",11.06,10.28,616.78
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/374",374,"arvindkrishnakumar-okta","2020-05-07T05:44:08Z","2020-05-07T21:14:59Z","master","okta-292884-fix-broken-documentation-link",2,2,4,4,1,"2020-05-07T14:16:58Z","bdemers",15.51,8.55,512.83
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/377",377,"arvindkrishnakumar-okta","2020-05-14T18:28:44Z","2020-05-15T16:35:32Z","master","update_clientbuilder_javadoc",1,1,0,5,1,"2020-05-14T20:27:22Z","bdemers",22.11,1.98,118.63
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/379",379,"kenyattaclark","2020-05-20T11:16:37Z","2020-05-22T15:47:55Z","master","feature_yaml-scopes-list",1,1,1,1,5,"2020-05-20T17:11:40Z","arvindkrishnakumar-okta,kenyattaclark",52.52,5.92,355.05
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/380",380,"arvindkrishnakumar-okta","2020-05-21T19:31:15Z","2020-05-27T21:44:38Z","dev_openapi_v2.0.0_major_rel","update_sdk_to_openapi_major_release_v2.0.0",26,11,8353,2075,5,"2020-05-22T18:12:38Z","laura-rodriguez,bdemers,bryanapellanes-okta",146.22,22.69,1361.38
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/383",383,"arvindkrishnakumar-okta","2020-05-27T16:24:57Z","2020-06-02T20:16:46Z","dev_openapi_v2.0.0_major_rel","okta-289655-add-admin-role-api-integration-test",7,19,371,9,25,"2020-05-27T17:40:18Z","bdemers,arvindkrishnakumar-okta,laura-rodriguez",147.86,1.26,75.35
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/384",384,"arvindkrishnakumar-okta","2020-05-29T06:11:18Z","2020-06-01T21:02:20Z","dev_openapi_v2.0.0_major_rel","okta-289656-add-applications-api-integration-tests",2,8,140,22,26,"2020-05-29T06:12:49Z","arvindkrishnakumar-okta,bdemers,laura-rodriguez",86.85,0.03,1.52
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/385",385,"arvindkrishnakumar-okta","2020-05-29T06:28:34Z","2020-05-29T16:57:41Z","dev_openapi_v2.0.0_major_rel","update_oktaorgcleaner_class_apinamechange",1,1,3,3,1,"2020-05-29T14:56:55Z","bdemers",10.49,8.47,508.35
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/386",386,"arvindkrishnakumar-okta","2020-05-29T17:34:09Z","2020-05-31T12:29:44Z","dev_openapi_v2.0.0_major_rel","fix_flaky_groupsIT_groupUserOperationsTest",1,3,4,2,4,"2020-05-29T18:07:13Z","arvindkrishnakumar-okta,ivanezeigbo-okta",42.93,0.55,33.07
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/387",387,"arvindkrishnakumar-okta","2020-05-29T18:49:53Z","2020-05-31T12:29:28Z","dev_openapi_v2.0.0_major_rel","fix_flaky_applicationsIT_associateUserWithApplicationTest",1,2,6,1,4,"2020-05-29T19:29:53Z","vijetmahabaleshwar-okta,arvindkrishnakumar-okta,ivanezeigbo-okta",41.66,0.67,40
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/390",390,"arvindkrishnakumar-okta","2020-05-31T17:38:31Z","2020-05-31T17:52:08Z","master","okta-279039-merge-changes-from-feature-branch",2,1,11,3,0,"","",0.23,0,0
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/391",391,"arvindkrishnakumar-okta","2020-06-03T06:39:53Z","2020-06-17T18:05:22Z","dev_openapi_v2.0.0_major_rel","okta-289657-add-factors-integration-tests",1,9,48,0,5,"2020-06-04T14:23:36Z","bdemers,arvindkrishnakumar-okta",347.42,31.73,1903.72
"okta","okta-sdk-java","https://github.com/okta/okta-sdk-java/pull/394",394,"arvindkrishnakumar-okta","2020-06-03T21:00:18Z","2020-06-05T15:58:49Z","dev_openapi_v2.0.0_major_rel","open_api_update_csr_rename",2,2,32,32,2,"2020-06-03T21:40:42Z","bdemers,bryanapellanes-okta",42.98,0.67,40.4
