org,repo,url,number,author,created_at,merged_at,changed_files,commits,additions,deletions,reviews,time_of_first_review,reviewers,hours_open,hours_to_first_review,minutes_to_first_review
okta,okta-spring-boot,https://github.com/okta/okta-spring-boot/pull/210,210,arvindkrishnakumar-okta,2020-10-15T05:43:50Z,2020-11-13T20:25:19Z,9,8,179,14,13,2020-10-15T13:45:15Z,"bdemers,arvindkrishnakumar-okta",710.69,8.02,481.42
okta,okta-spring-boot,https://github.com/okta/okta-spring-boot/pull/214,214,bdemers,2020-11-13T02:14:44Z,2020-11-20T18:10:44Z,12,5,160,98,7,2020-11-13T16:02:47Z,"bdemers,arvindkrishnakumar-okta,mraible",183.93,13.8,828.05
okta,okta-spring-boot,https://github.com/okta/okta-spring-boot/pull/216,216,arvindkrishnakumar-okta,2020-11-20T21:14:25Z,2020-11-20T21:37:53Z,13,1,21,21,1,2020-11-20T21:17:29Z,"bdemers",0.39,0.05,3.07
okta,okta-spring-boot,https://github.com/okta/okta-spring-boot/pull/217,217,arvindkrishnakumar-okta,2020-11-20T21:56:19Z,2020-11-20T22:10:51Z,13,2,20,20,1,2020-11-20T21:56:58Z,"bdemers",0.24,0.01,0.65
okta,okta-spring-boot,https://github.com/okta/okta-spring-boot/pull/219,219,bdemers,2020-11-23T19:33:05Z,2020-11-23T20:51:09Z,1,6,20,1,9,2020-11-23T19:35:16Z,"arvindkrishnakumar-okta,bdemers",1.3,0.04,2.18
okta,okta-spring-boot,https://github.com/okta/okta-spring-boot/pull/220,220,bdemers,2020-11-24T15:18:07Z,2020-11-24T17:49:23Z,5,1,15,11,1,2020-11-24T17:48:38Z,"arvindkrishnakumar-okta",2.52,2.51,150.52
okta,okta-spring-boot,https://github.com/okta/okta-spring-boot/pull/221,221,arvindkrishnakumar-okta,2020-11-24T19:04:20Z,2020-11-24T19:17:10Z,13,2,20,20,1,2020-11-24T19:15:54Z,"bdemers",0.21,0.19,11.57
okta,okta-spring-boot,https://github.com/okta/okta-spring-boot/pull/222,222,arvindkrishnakumar-okta,2020-12-04T16:39:18Z,2020-12-04T18:59:55Z,6,3,12,12,1,2020-12-04T16:43:55Z,"sergiishamrai-okta",2.34,0.08,4.62
okta,okta-spring-boot,https://github.com/okta/okta-spring-boot/pull/223,223,arvindkrishnakumar-okta,2020-12-04T19:02:10Z,2020-12-04T21:38:41Z,1,1,2,2,1,2020-12-04T21:38:13Z,"vijetmahabaleshwar-okta",2.61,2.6,156.05
okta,okta-spring-boot,https://github.com/okta/okta-spring-boot/pull/224,224,VitaliiTytarenko-okta,2020-12-04T21:17:40Z,2020-12-29T00:53:32Z,4,8,172,1,32,2020-12-04T21:25:50Z,"bdemers,arvindkrishnakumar-okta,VitaliiTytarenko-okta",579.6,0.14,8.17
okta,okta-spring-boot,https://github.com/okta/okta-spring-boot/pull/228,228,sergiishamrai-okta,2020-12-09T10:27:44Z,2020-12-09T11:01:15Z,3,2,1,3,0,,,0.56,0,0
okta,okta-spring-boot,https://github.com/okta/okta-spring-boot/pull/230,230,arvindkrishnakumar-okta,2020-12-22T06:49:43Z,2020-12-22T14:40:04Z,2,1,7,1,1,2020-12-22T07:33:49Z,"sergiishamrai-okta",7.84,0.74,44.1
okta,okta-spring-boot,https://github.com/okta/okta-spring-boot/pull/231,231,arvindkrishnakumar-okta,2020-12-22T16:25:08Z,2020-12-22T16:52:20Z,2,1,1,17,2,2020-12-22T16:25:43Z,"arvindkrishnakumar-okta,bdemers",0.45,0.01,0.58
okta,okta-spring-boot,https://github.com/okta/okta-spring-boot/pull/232,232,snyk-bot,2020-12-23T07:10:37Z,2020-12-28T19:05:31Z,1,1,1,1,2,2020-12-28T18:56:52Z,"sergiishamrai-okta,arvindkrishnakumar-okta",131.92,131.77,7906.25
okta,okta-spring-boot,https://github.com/okta/okta-spring-boot/pull/233,233,VitaliiTytarenko-okta,2020-12-23T21:57:32Z,2021-02-04T16:19:34Z,6,19,232,23,21,2020-12-24T02:29:54Z,"bdemers,arvindkrishnakumar-okta,VitaliiTytarenko-okta",1026.37,4.54,272.37
okta,okta-spring-boot,https://github.com/okta/okta-spring-boot/pull/234,234,arvindkrishnakumar-okta,2020-12-28T18:42:31Z,2020-12-28T18:56:00Z,13,1,20,20,1,2020-12-28T18:46:25Z,"sergiishamrai-okta",0.22,0.07,3.9
